'0:00.000',-0.048
'0:00.004',0.043
'0:00.008',0.170
'0:00.012',0.345
'0:00.016',0.580
'0:00.020',0.853
'0:00.024',1.073
'0:00.028',1.198
'0:00.032',1.113
'0:00.036',0.750
'0:00.040',0.170
'0:00.044',-0.422
'0:00.048',-0.920
'0:00.052',-1.210
'0:00.056',-1.305
'0:00.060',-1.260
'0:00.064',-1.167
'0:00.068',-1.110
'0:00.072',-1.093
'0:00.076',-1.105
'0:00.080',-1.130
'0:00.084',-1.153
'0:00.088',-1.140
'0:00.092',-1.100
'0:00.096',-1.042
'0:00.100',-0.995
'0:00.104',-0.970
'0:00.108',-0.920
'0:00.112',-0.860
'0:00.116',-0.748
'0:00.120',-0.615
'0:00.124',-0.537
'0:00.128',-0.492
'0:00.132',-0.487
'0:00.136',-0.480
'0:00.140',-0.470
'0:00.144',-0.438
'0:00.148',-0.427
'0:00.152',-0.417
'0:00.156',-0.410
'0:00.160',-0.400
'0:00.164',-0.412
'0:00.168',-0.420
'0:00.172',-0.410
'0:00.176',-0.425
'0:00.180',-0.420
'0:00.184',-0.412
'0:00.188',-0.403
'0:00.192',-0.398
'0:00.196',-0.400
'0:00.200',-0.407
'0:00.204',-0.412
'0:00.208',-0.427
'0:00.212',-0.425
'0:00.216',-0.438
'0:00.220',-0.422
'0:00.224',-0.430
'0:00.228',-0.430
'0:00.232',-0.435
'0:00.236',-0.460
'0:00.240',-0.468
'0:00.244',-0.472
'0:00.248',-0.487
'0:00.252',-0.490
'0:00.256',-0.490
'0:00.260',-0.502
'0:00.264',-0.512
'0:00.268',-0.535
'0:00.272',-0.555
'0:00.276',-0.583
'0:00.280',-0.603
'0:00.284',-0.623
'0:00.288',-0.627
'0:00.292',-0.635
'0:00.296',-0.652
'0:00.300',-0.655
'0:00.304',-0.665
'0:00.308',-0.682
'0:00.312',-0.672
'0:00.316',-0.665
'0:00.320',-0.652
'0:00.324',-0.640
'0:00.328',-0.595
'0:00.332',-0.575
'0:00.336',-0.555
'0:00.340',-0.547
'0:00.344',-0.527
'0:00.348',-0.490
'0:00.352',-0.440
'0:00.356',-0.383
'0:00.360',-0.350
'0:00.364',-0.340
'0:00.368',-0.328
'0:00.372',-0.340
'0:00.376',-0.328
'0:00.380',-0.345
'0:00.384',-0.325
'0:00.388',-0.323
'0:00.392',-0.320
'0:00.396',-0.333
'0:00.400',-0.350
'0:00.404',-0.355
'0:00.408',-0.385
'0:00.412',-0.383
'0:00.416',-0.388
'0:00.420',-0.372
'0:00.424',-0.355
'0:00.428',-0.355
'0:00.432',-0.340
'0:00.436',-0.345
'0:00.440',-0.335
'0:00.444',-0.330
'0:00.448',-0.318
'0:00.452',-0.285
'0:00.456',-0.253
'0:00.460',-0.255
'0:00.464',-0.247
'0:00.468',-0.258
'0:00.472',-0.270
'0:00.476',-0.265
'0:00.480',-0.285
'0:00.484',-0.295
'0:00.488',-0.300
'0:00.492',-0.295
'0:00.496',-0.297
'0:00.500',-0.290
'0:00.504',-0.300
'0:00.508',-0.292
'0:00.512',-0.305
'0:00.516',-0.307
'0:00.520',-0.300
'0:00.524',-0.285
'0:00.528',-0.282
'0:00.532',-0.302
'0:00.536',-0.300
'0:00.540',-0.310
